question,dateFinished,dueDate,action_code,activityNameEN,planned,time:timestamp,monitoringResource,org:resource,activityNameNL,concept:name,lifecycle:transition,case:endDate,case:caseStatus,case:SUMleges,case:last_phase,case:case_type,case:concept:name,case:Responsible_actor,case:landRegisterID,case:parts,case:termName,case:startDate,case:requestComplete,case:IDofConceptCase,case:caseProcedure,case:Includes_subCases,case:endDatePlanned,dateStop
EMPTY,2014-01-10 00:00:00+00:00,,01_HOOFD_015,phase application received,2014-01-13 07:55:48+00:00,2014-01-09 23:00:00+00:00,560604,8492512,fase aanvraag ontvangen,01_HOOFD_015,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-01-10 00:00:00+00:00,,01_HOOFD_030_1,send confirmation receipt,2014-01-13 07:55:49+00:00,2014-01-09 23:00:00+00:00,560604,8492512,versturen ontvangstbevestiging,01_HOOFD_030_1,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_030_2,enter senddate acknowledgement,2014-01-13 08:12:04+00:00,2014-01-10 08:12:04+00:00,560604,560604,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,01_HOOFD_180,procedure change,2014-02-21 15:30:52+00:00,2014-02-19 23:00:00+00:00,560604,560604,procedure verandering,01_HOOFD_180,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
True,2014-02-20 00:00:00+00:00,,08_AWB45_005,request complete,2014-02-21 15:30:52+00:00,2014-02-19 23:00:00+00:00,560604,560604,aanvraag volledig,08_AWB45_005,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,01_HOOFD_200,send letter in progress,2014-02-21 15:30:54+00:00,2014-02-19 23:00:00+00:00,560604,560604,brief in behandeling versturen,01_HOOFD_200,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,01_HOOFD_330,procedure change,2014-02-21 15:30:57+00:00,2014-02-19 23:00:00+00:00,560604,560604,procedure verandering,01_HOOFD_330,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,09_AH_I_010,article 34  WABO applies,2014-02-21 15:30:58+00:00,2014-02-19 23:00:00+00:00,560604,560604,artikel 34 WABO van toepassing,09_AH_I_010,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,01_HOOFD_380,grounds for refusal,2014-02-21 15:30:59+00:00,2014-02-19 23:00:00+00:00,560604,560604,weigeringsgrond,01_HOOFD_380,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,01_HOOFD_430,ask stakeholders views,2014-02-21 15:30:59+00:00,2014-02-19 23:00:00+00:00,560604,560604,belanghebbenden zienswijzen vragen,01_HOOFD_430,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,11_AH_II_010,suspension ground applicable,2014-02-21 15:30:59+00:00,2014-02-19 23:00:00+00:00,560604,560604,aanhoudingsgrond van toepassing,11_AH_II_010,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,13_CRD_010,coordination of application,2014-02-21 15:30:59+00:00,2014-02-19 23:00:00+00:00,560604,560604,coördinatie van toepassing,13_CRD_010,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,01_HOOFD_480,by law,2014-02-21 15:31:00+00:00,2014-02-19 23:00:00+00:00,560604,560604,van rechtswege,01_HOOFD_480,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,01_HOOFD_490_2,decision date prior to decision,2014-02-21 15:31:01+00:00,2014-02-19 23:00:00+00:00,560604,560604,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-20 00:00:00+00:00,,14_VRIJ_010,no permit needed or only notification needed,2014-01-13 07:55:49+00:00,2014-02-19 23:00:00+00:00,560604,560604,vergunningvrij of meldingplichtig,14_VRIJ_010,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
True,2014-02-20 00:00:00+00:00,,01_HOOFD_110_0,create subcases completeness,2014-01-13 08:12:13+00:00,2014-02-19 23:00:00+00:00,560604,560604,deelzaken volledigheid aanmaken,01_HOOFD_110_0,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_110_2,subcases completeness completed,2014-02-21 15:30:51+00:00,2014-02-19 23:00:00+00:00,560604,560604,deelzaken volledigheid afgerond,01_HOOFD_110_2,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,,received OLO documents,,2014-02-19 23:00:00+00:00,560429,560604,ontvangen OLO documenten,99_NOCODE_02,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_195,phase application receptive,2014-02-21 15:30:54+00:00,2014-02-19 23:00:00+00:00,560604,560604,fase aanvraag ontvankelijk,01_HOOFD_195,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_110_1,treat subcases completeness,2014-02-21 15:30:49+00:00,2014-02-19 23:00:00+00:00,560604,560604,behandelen deelzaken volledigheid,01_HOOFD_110_1,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_250_2,completed subcases content,2014-02-21 15:30:56+00:00,2014-02-19 23:00:00+00:00,560604,560604,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_370,assessment of content completed,2014-02-21 15:30:58+00:00,2014-02-19 23:00:00+00:00,560604,560604,inhoudelijke beoordeling afgerond,01_HOOFD_370,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_490_1,creating environmental permit decision,2014-02-21 15:31:00+00:00,2014-02-19 23:00:00+00:00,560604,560604,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_250_1,treat subcases content,2014-02-21 15:30:55+00:00,2014-02-19 23:00:00+00:00,560604,560604,behandelen deelzaken inhoudelijkheid,01_HOOFD_250_1,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_375,phase advice known,2014-02-21 15:30:58+00:00,2014-02-19 23:00:00+00:00,560604,560604,fase advies bekend,01_HOOFD_375,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-20 00:00:00+00:00,,01_HOOFD_490_1a,set decision status,2014-02-21 15:31:00+00:00,2014-02-19 23:00:00+00:00,560604,560604,instellen besluitstatus,01_HOOFD_490_1a,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-24 00:00:00+00:00,,01_HOOFD_491,submit decision,2014-02-25 07:51:00+00:00,2014-02-23 23:00:00+00:00,560604,560602,beschikking voorleggen,01_HOOFD_491,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
42,2014-02-24 00:00:00+00:00,,01_HOOFD_500,register objection and appeal periods,2014-02-25 07:51:03+00:00,2014-02-23 23:00:00+00:00,560604,560602,registreren bezwaar beroepstermijn,01_HOOFD_500,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
False,2014-02-24 00:00:00+00:00,,16_LGSD_010,calculate final charges,2014-02-25 07:51:04+00:00,2014-02-23 23:00:00+00:00,560604,560602,definitieve leges berekenen,16_LGSD_010,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
True,2014-02-24 00:00:00+00:00,,01_HOOFD_510_0,creating cover letter decision,2014-02-25 07:51:04+00:00,2014-02-23 23:00:00+00:00,560604,560602,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_490_5a,set decision phase decision permitting decided,2014-02-25 07:51:02+00:00,2014-02-23 23:00:00+00:00,560604,560602,instellen besluitfase:besluit vergunnen besloten,01_HOOFD_490_5a,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_510_2,enter senddate decision environmental permit,2014-02-25 07:51:05+00:00,2014-02-23 23:00:00+00:00,560604,560602,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_510_3,enter senddate decision environmental permit,2014-02-25 07:51:07+00:00,2014-02-23 23:00:00+00:00,560604,560602,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_3,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_510_1,transcript decision environmental permit to stakeholders,2014-02-25 07:51:04+00:00,2014-02-23 23:00:00+00:00,560604,560602,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_510_4,enter senddate decision,2014-02-25 07:51:07+00:00,2014-02-23 23:00:00+00:00,560604,560602,invoeren verzenddatum beschikking,01_HOOFD_510_4,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_490_4,generating decision environmental permit,2014-02-21 15:31:02+00:00,2014-02-23 23:00:00+00:00,560604,560602,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_510_2a,start decision phase decision permitting sent,2014-02-25 07:51:06+00:00,2014-02-23 23:00:00+00:00,560604,560602,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_494a,phase decision ready,2014-02-25 07:51:00+00:00,2014-02-23 23:00:00+00:00,560604,560602,fase beschikking gereed,01_HOOFD_494a,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_495,phase decision taken,2014-02-25 07:51:03+00:00,2014-02-23 23:00:00+00:00,560604,560602,fase besluit genomen,01_HOOFD_495,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_515,phase decision sent,2014-02-25 07:51:07+00:00,2014-02-23 23:00:00+00:00,560604,560602,fase beschikking verzonden,01_HOOFD_515,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-02-24 00:00:00+00:00,,01_HOOFD_490_5,record date of decision environmental permit,2014-02-25 07:51:01+00:00,2014-02-24 07:51:01+00:00,560604,560602,registreren datum besluit omgevingsvergunning2,01_HOOFD_490_5,complete,2014-02-23 23:00:00+00:00,G,186.303,Besluit onherroepelijk,557669,10061280,560604,6966675.0,Bouw,Termijn bezwaar en beroep 1,2014-01-05 23:00:00+00:00,True,10061287.0,,,,
EMPTY,2014-01-10 00:00:00+00:00,2014-01-15 10:46:02+00:00,01_HOOFD_010,register submission date request,2014-01-13 10:46:02+00:00,2014-01-06 23:00:00+00:00,8492512,8492512,registratie datum binnenkomst aanvraag,01_HOOFD_010,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
False,2014-01-10 00:00:00+00:00,,01_HOOFD_011,OLO messaging active,2014-01-13 11:15:35+00:00,2014-01-09 23:00:00+00:00,560608,8492512,OLO berichtenverkeer actief,01_HOOFD_011,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
True,2014-01-10 00:00:00+00:00,,01_HOOFD_020,send confirmation receipt,2014-01-13 11:15:36+00:00,2014-01-09 23:00:00+00:00,560608,8492512,versturen ontvangstbevestiging,01_HOOFD_020,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
True,2014-01-10 00:00:00+00:00,,03_GBH_005,applicant is stakeholder,2014-01-13 11:15:36+00:00,2014-01-09 23:00:00+00:00,560608,8492512,aanvrager is belanghebbende,03_GBH_005,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
False,2014-01-10 00:00:00+00:00,,05_EIND_010,terminate on request,2014-01-13 11:15:36+00:00,2014-01-09 23:00:00+00:00,560608,8492512,beeindigen op verzoek,05_EIND_010,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
False,2014-01-10 00:00:00+00:00,,16_LGSV_010,calculate provisional charges,2014-01-13 11:15:36+00:00,2014-01-09 23:00:00+00:00,560608,8492512,voorlopige leges berekenen,16_LGSV_010,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
False,2014-01-10 00:00:00+00:00,2014-01-17 11:18:33+00:00,02_DRZ_010,forward to the competent authority,2014-01-13 11:18:33+00:00,2014-01-09 23:00:00+00:00,560608,8492512,doorsturen aan bevoegd gezag,02_DRZ_010,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
True,2014-01-10 00:00:00+00:00,,04_BPT_005,regular procedure without MER,2014-01-13 11:18:34+00:00,2014-01-09 23:00:00+00:00,560608,8492512,reguliere procedure zonder MER,04_BPT_005,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
False,2014-01-10 00:00:00+00:00,,01_HOOFD_065_0,create procedure confirmation,2014-01-13 11:18:39+00:00,2014-01-09 23:00:00+00:00,560608,8492512,procedurebevestiging aanmaken,01_HOOFD_065_0,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
EMPTY,2014-01-10 00:00:00+00:00,,01_HOOFD_015,phase application received,2014-01-13 11:15:36+00:00,2014-01-09 23:00:00+00:00,560608,8492512,fase aanvraag ontvangen,01_HOOFD_015,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
EMPTY,2014-01-10 00:00:00+00:00,,01_HOOFD_030_1,send confirmation receipt,2014-01-13 11:15:36+00:00,2014-01-09 23:00:00+00:00,560608,8492512,versturen ontvangstbevestiging,01_HOOFD_030_1,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
EMPTY,2014-01-10 00:00:00+00:00,,01_HOOFD_061,start WABOprocedure,2014-01-13 11:18:39+00:00,2014-01-09 23:00:00+00:00,560608,8492512,WABOprocedure instellen,01_HOOFD_061,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
EMPTY,2014-01-16 00:00:00+00:00,,01_HOOFD_030_2,enter senddate acknowledgement,2014-01-13 11:18:33+00:00,2014-01-10 11:18:33+00:00,560608,560608,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
False,2014-01-16 00:00:00+00:00,,01_HOOFD_180,procedure change,2014-01-17 16:11:26+00:00,2014-01-15 23:00:00+00:00,560608,560608,procedure verandering,01_HOOFD_180,complete,2014-06-25 22:00:00+00:00,G,394.59143,Zaak afgehandeld,557669,10063988,560608,2829542.0,Bouw,,2014-01-06 23:00:00+00:00,False,10063994.0,,,,
