monitoringResource,org:resource,activityNameNL,concept:name,question,dateFinished,action_code,activityNameEN,planned,lifecycle:transition,time:timestamp,case:Includes_subCases,case:concept:name,case:Responsible_actor,case:endDate,case:caseStatus,case:parts,case:caseProcedure,case:last_phase,case:case_type,case:startDate,case:requestComplete,case:SUMleges,case:IDofConceptCase,case:termName,case:landRegisterID,dueDate,dateStop
4634935,4634935,deelzaken volledigheid afgerond,01_HOOFD_110_2,EMPTY,2013-01-10 12:07:35+00:00,01_HOOFD_110_2,subcases completeness completed,2012-12-20 08:46:37+00:00,complete,2012-12-19 08:46:42+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,procedure verandering,01_HOOFD_180,False,2013-01-10 12:07:35+00:00,01_HOOFD_180,procedure change,2012-12-20 08:46:42+00:00,complete,2012-12-19 08:46:43+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,aanvraag volledig,08_AWB45_005,False,2013-01-10 12:07:35+00:00,08_AWB45_005,request complete,2012-12-20 08:46:43+00:00,complete,2012-12-19 08:46:49+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,termijn aanleveren ontbrekende gegevens,08_AWB45_010,42,2013-01-10 12:07:35+00:00,08_AWB45_010,term for supplying missing data,2012-12-20 08:46:49+00:00,complete,2012-12-19 08:47:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,invoeren verzenddatum opvragen ontbrekende gegevens,08_AWB45_020_2,EMPTY,2013-01-10 12:22:49+00:00,08_AWB45_020_2,enter senddate retrieve missing data,2013-01-11 11:08:08+00:00,complete,2013-01-09 23:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,opvragen ontbrekende gegevens,08_AWB45_020_1,EMPTY,2013-01-10 12:08:36+00:00,08_AWB45_020_1,retrieve missing data,2012-12-20 08:47:00+00:00,complete,2013-01-10 11:08:08+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,aanvullende gegevens ontvangen,08_AWB45_030,True,2013-02-14 14:28:45+00:00,08_AWB45_030,receive additional information,2013-01-11 11:08:41+00:00,complete,2013-02-14 13:28:34+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,registreren ontvangst aanvullende gegevens,08_AWB45_040,7-2-2013 0:00:00,2013-02-14 14:29:00+00:00,08_AWB45_040,enter receipt of additional data,2013-02-15 13:28:34+00:00,complete,2013-02-14 13:28:49+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,deelzaken volledigheid hervatten,01_HOOFD_190_1,EMPTY,2013-02-14 14:29:00+00:00,01_HOOFD_190_1,resume completeness subcases,2013-02-15 13:28:49+00:00,complete,2013-02-14 13:28:53+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,deelzaken volledigheid afgerond,01_HOOFD_190_2,EMPTY,2013-02-14 14:29:00+00:00,01_HOOFD_190_2,subcases completeness completed,2013-02-15 13:28:53+00:00,complete,2013-02-14 13:28:55+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,aanvraag volledig,08_AWB45_005,True,2013-04-18 11:42:49+00:00,08_AWB45_005,request complete,2013-02-15 13:28:55+00:00,complete,2013-04-18 09:42:26+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,brief in behandeling versturen,01_HOOFD_200,False,2013-04-18 11:42:49+00:00,01_HOOFD_200,send letter in progress,2013-04-19 09:42:27+00:00,complete,2013-04-18 09:42:27+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,WAW vergunningsaspect,01_HOOFD_270,False,2013-04-18 11:42:49+00:00,01_HOOFD_270,WAW permit aspect,2013-04-19 09:42:27+00:00,complete,2013-04-18 09:42:27+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,fase aanvraag ontvankelijk,01_HOOFD_195,EMPTY,2013-04-18 11:42:49+00:00,01_HOOFD_195,phase application receptive,2013-04-19 09:42:26+00:00,complete,2013-04-18 09:42:27+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,behandelen deelzaken inhoudelijkheid,01_HOOFD_250_1,EMPTY,2013-04-18 11:42:49+00:00,01_HOOFD_250_1,treat subcases content,2013-04-19 09:42:27+00:00,complete,2013-04-18 09:42:35+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,procedureverandering na volledigheid,01_HOOFD_196,False,2013-04-18 11:42:49+00:00,01_HOOFD_196,procedure change after completeness,2013-04-19 09:42:36+00:00,complete,2013-04-18 09:42:36+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,artikel 34 WABO van toepassing,09_AH_I_010,False,2013-04-18 11:42:49+00:00,09_AH_I_010,article 34  WABO applies,2013-04-19 09:42:36+00:00,complete,2013-04-18 09:42:36+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,inhoudelijke beoordeling afgerond,01_HOOFD_370,EMPTY,2013-04-18 11:42:49+00:00,01_HOOFD_370,assessment of content completed,2013-04-19 09:42:36+00:00,complete,2013-04-18 09:42:36+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,EMPTY,2013-04-18 11:42:49+00:00,01_HOOFD_250_2,completed subcases content,2013-04-19 09:42:35+00:00,complete,2013-04-18 09:42:36+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,weigeringsgrond,01_HOOFD_380,False,2013-04-18 11:42:49+00:00,01_HOOFD_380,grounds for refusal,2013-04-19 09:42:37+00:00,complete,2013-04-18 09:42:37+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,fase advies bekend,01_HOOFD_375,EMPTY,2013-04-18 11:42:49+00:00,01_HOOFD_375,phase advice known,2013-04-19 09:42:36+00:00,complete,2013-04-18 09:42:37+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,aanmaken ontwerpbesluit omgevingsvergunning,01_HOOFD_440_1,EMPTY,2013-04-18 11:42:49+00:00,01_HOOFD_440_1,create draft environtmental permit,2013-04-19 09:42:37+00:00,complete,2013-04-18 09:42:38+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,genereren ontwerpbeschikking omgevingsvergunning,01_HOOFD_440_2,EMPTY,2013-04-18 11:42:49+00:00,01_HOOFD_440_2,generate draft decision environmental permit,2013-04-19 09:42:38+00:00,complete,2013-04-18 09:42:44+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,fase concept ontwerpbeschikking gereed,01_HOOFD_445,EMPTY,2013-04-18 11:42:49+00:00,01_HOOFD_445,phase concept draft decision ready,2013-04-19 09:42:44+00:00,complete,2013-04-18 09:42:44+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,4634935,afdoen onder mandaat,01_HOOFD_446,True,2013-04-18 11:42:49+00:00,01_HOOFD_446,dismiss under mandate,2013-04-19 09:42:44+00:00,complete,2013-04-18 09:42:45+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,ontwerpbeschikking ter inzage leggen,10_UOV_010,True,2013-05-06 00:00:00+00:00,10_UOV_010,open draft decision for inspection,2013-05-07 08:12:52+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,zienswijze op ontwerpbesluit omgevingsvergunning ontvangen,10_UOV_060,False,2013-05-06 00:00:00+00:00,10_UOV_060,perspective on draft decision environmental permit received,2013-05-07 08:42:03+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,definitieve VVGB aanvragen,10_UOV_180,True,2013-05-06 00:00:00+00:00,10_UOV_180,final VVGB applications,2013-05-07 08:42:04+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,VVGB positief,10_UOV_210,True,2013-05-06 00:00:00+00:00,10_UOV_210,VVGB positive,2013-05-07 08:42:06+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,aanhoudingsgrond van toepassing,11_AH_II_010,False,2013-05-06 00:00:00+00:00,11_AH_II_010,suspension ground applicable,2013-05-07 08:42:08+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,afschrift ontwerpbeschikking aan belanghebbenden,10_UOV_050_1,EMPTY,2013-05-06 00:00:00+00:00,10_UOV_050_1,send design decision to stakeholders,2013-05-07 08:13:44+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,behandelen deelzaak definitieve VVGB,10_UOV_190_1,EMPTY,2013-05-06 00:00:00+00:00,10_UOV_190_1,treat subcase final VVGB,2013-05-07 08:42:04+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,publicatie document ontwerpbesluit,10_UOV_040,EMPTY,2013-05-06 00:00:00+00:00,10_UOV_040,publish official draft decision,2013-05-07 08:13:04+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,registreren datum ontwerpbesluit omgevingsvergunning,01_HOOFD_460,EMPTY,2013-05-06 00:00:00+00:00,01_HOOFD_460,enter date draft decisionenvironmental permit,2013-04-19 09:42:45+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,fase ontwerpbesluit genomen,01_HOOFD_465,EMPTY,2013-05-06 00:00:00+00:00,01_HOOFD_465,phase draft decision made,2013-05-07 08:12:51+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,fase ontwerpbesluit genomen,10_UOV_045,EMPTY,2013-05-06 00:00:00+00:00,10_UOV_045,phase draft decision made,2013-05-07 08:13:43+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,EMPTY,2013-05-06 00:00:00+00:00,01_HOOFD_490_1,creating environmental permit decision,2013-05-07 08:42:08+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,deelzaak definitieve VVGB afgerond,10_UOV_190_2,EMPTY,2013-05-06 00:00:00+00:00,10_UOV_190_2,subcase final VVGB completed,2013-05-07 08:42:06+00:00,complete,2013-05-05 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,invoeren verzenddatum ontwerpbeschikking omgevingsvergunning,10_UOV_050_2,EMPTY,2013-05-06 00:00:00+00:00,10_UOV_050_2,entering senddate draft decision environmental permit,2013-05-07 08:42:02+00:00,complete,2013-05-06 08:42:02+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,datum publicatie ontwerpbeschikking,10_UOV_035,EMPTY,2013-05-06 00:00:00+00:00,10_UOV_035,publication date draft decision,2013-05-07 08:12:58+00:00,complete,2013-05-09 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,datum ontwerpbeschikking ter inzage,10_UOV_030,EMPTY,2013-05-06 00:00:00+00:00,10_UOV_030,date draft decision for inspection,2013-05-07 08:12:52+00:00,complete,2013-05-12 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,beroep ingesteld,01_BB_630,False,2013-08-19 00:00:00+00:00,01_BB_630,appeal logded,2013-08-20 07:12:25+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,bestreden beschikking aangetast,01_BB_730,False,2013-08-19 00:00:00+00:00,01_BB_730,contested decision affected,2013-08-20 07:12:25+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,nieuw besluit of nieuwe beoordeling,01_BB_766,Nieuwe beschikking,2013-08-19 00:00:00+00:00,01_BB_766,new decision or reassessment,2013-08-20 07:12:37+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,beroep ingesteld,01_BB_630,False,2013-08-19 00:00:00+00:00,01_BB_630,appeal logded,2013-08-20 07:13:19+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,EMPTY,2013-08-19 00:00:00+00:00,01_HOOFD_510_1,transcript decision environmental permit to stakeholders,2013-08-20 07:12:45+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,EMPTY,2013-08-19 00:00:00+00:00,01_HOOFD_510_1,transcript decision environmental permit to stakeholders,2013-08-20 06:54:34+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,zaak afsluiten,01_HOOFD_820,EMPTY,2013-08-19 00:00:00+00:00,01_HOOFD_820,close case,2013-08-20 07:13:36+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,fase instellen,01_BB_755,EMPTY,2013-08-19 00:00:00+00:00,01_BB_755,set phase,2013-08-20 07:12:25+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,EMPTY,2013-08-19 00:00:00+00:00,01_HOOFD_490_4,generating decision environmental permit,2013-08-20 07:12:37+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
4634935,560532,fase instellen besluit vernietigd,01_BB_765,EMPTY,2013-08-19 00:00:00+00:00,01_BB_765,set phase decision revoked,2013-08-20 07:13:19+00:00,complete,2013-08-18 22:00:00+00:00,J,10358444,4634935,2013-09-29 22:00:00+00:00,G,Milieu (vergunning),Uitgebreid,Zaak afgehandeld,557669,2012-03-20 23:00:00+00:00,False,,,,,,
