question,dateFinished,dueDate,action_code,activityNameEN,planned,time:timestamp,monitoringResource,org:resource,activityNameNL,concept:name,lifecycle:transition,case:endDate,case:caseStatus,case:SUMleges,case:last_phase,case:case_type,case:concept:name,case:Responsible_actor,case:parts,case:termName,case:endDatePlanned,case:startDate,case:requestComplete,case:IDofConceptCase,case:landRegisterID,case:caseProcedure,case:Includes_subCases,dateStop
EMPTY,2014-04-14 00:00:00+00:00,,01_HOOFD_101,registration date publication,2014-04-15 07:37:27+00:00,2014-04-13 22:00:00+00:00,2670601,9264148,registratie datum publicatie,01_HOOFD_101,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-04-14 00:00:00+00:00,,01_HOOFD_030_1,send confirmation receipt,2014-04-15 07:34:09+00:00,2014-04-13 22:00:00+00:00,2670601,9264148,versturen ontvangstbevestiging,01_HOOFD_030_1,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-04-14 00:00:00+00:00,,01_HOOFD_030_2,enter senddate acknowledgement,2014-04-15 07:37:17+00:00,2014-04-14 07:37:17+00:00,2670601,9264148,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
True,2014-05-20 00:00:00+00:00,,08_AWB45_005,request complete,2014-05-21 09:02:28+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,aanvraag volledig,08_AWB45_005,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,01_HOOFD_200,send letter in progress,2014-05-21 09:02:32+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,brief in behandeling versturen,01_HOOFD_200,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,01_HOOFD_330,procedure change,2014-05-21 09:03:11+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,procedure verandering,01_HOOFD_330,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,09_AH_I_010,article 34  WABO applies,2014-05-21 09:03:15+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,artikel 34 WABO van toepassing,09_AH_I_010,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,01_HOOFD_380,grounds for refusal,2014-05-21 09:03:18+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,weigeringsgrond,01_HOOFD_380,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,01_HOOFD_430,ask stakeholders views,2014-05-21 09:06:01+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,belanghebbenden zienswijzen vragen,01_HOOFD_430,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,11_AH_II_010,suspension ground applicable,2014-05-21 09:06:04+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,aanhoudingsgrond van toepassing,11_AH_II_010,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,13_CRD_010,coordination of application,2014-05-21 09:06:06+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,coördinatie van toepassing,13_CRD_010,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,01_HOOFD_480,by law,2014-05-21 09:06:09+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,van rechtswege,01_HOOFD_480,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,01_HOOFD_490_2,decision date prior to decision,2014-05-21 09:06:17+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,besluitdatum voorafgaand aan beschikking,01_HOOFD_490_2,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,01_HOOFD_491,submit decision,2014-05-21 09:09:21+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,beschikking voorleggen,01_HOOFD_491,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-05-20 00:00:00+00:00,,01_HOOFD_180,procedure change,2014-04-15 07:37:29+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,procedure verandering,01_HOOFD_180,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_494a,phase decision ready,2014-05-21 09:09:24+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,fase beschikking gereed,01_HOOFD_494a,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_490_4,generating decision environmental permit,2014-05-21 09:06:25+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_195,phase application receptive,2014-05-21 09:02:32+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,fase aanvraag ontvankelijk,01_HOOFD_195,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_375,phase advice known,2014-05-21 09:03:18+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,fase advies bekend,01_HOOFD_375,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_490_1,creating environmental permit decision,2014-05-21 09:06:11+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,aanmaken besluit omgevingsvergunning,01_HOOFD_490_1,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_250_1,treat subcases content,2014-05-21 09:03:09+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,behandelen deelzaken inhoudelijkheid,01_HOOFD_250_1,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_370,assessment of content completed,2014-05-21 09:03:17+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,inhoudelijke beoordeling afgerond,01_HOOFD_370,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_250_2,completed subcases content,2014-05-21 09:03:10+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-05-20 00:00:00+00:00,,01_HOOFD_490_1a,set decision status,2014-05-21 09:06:12+00:00,2014-05-19 22:00:00+00:00,2670601,2670601,instellen besluitstatus,01_HOOFD_490_1a,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
42,2014-06-04 00:00:00+00:00,,01_HOOFD_500,register objection and appeal periods,2014-06-05 06:25:23+00:00,2014-06-03 22:00:00+00:00,560912,560912,registreren bezwaar beroepstermijn,01_HOOFD_500,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
True,2014-06-04 00:00:00+00:00,,01_HOOFD_510_0,creating cover letter decision,2014-06-05 06:25:31+00:00,2014-06-03 22:00:00+00:00,560912,560912,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_510_1,transcript decision environmental permit to stakeholders,2014-06-05 06:25:39+00:00,2014-06-03 22:00:00+00:00,560912,560912,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_490_5,record date of decision environmental permit,2014-05-21 09:09:25+00:00,2014-06-03 22:00:00+00:00,2670601,560912,registreren datum besluit omgevingsvergunning2,01_HOOFD_490_5,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_510_3,enter senddate decision environmental permit,2014-06-05 06:41:28+00:00,2014-06-03 22:00:00+00:00,560912,560912,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_3,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_490_5a,set decision phase decision permitting decided,2014-06-05 06:25:16+00:00,2014-06-03 22:00:00+00:00,560912,560912,instellen besluitfase:besluit vergunnen besloten,01_HOOFD_490_5a,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_495,phase decision taken,2014-06-05 06:25:23+00:00,2014-06-03 22:00:00+00:00,560912,560912,fase besluit genomen,01_HOOFD_495,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_510_4,enter senddate decision,2014-06-05 06:41:28+00:00,2014-06-03 22:00:00+00:00,560912,560912,invoeren verzenddatum beschikking,01_HOOFD_510_4,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_515,phase decision sent,2014-06-05 06:41:29+00:00,2014-06-03 22:00:00+00:00,560912,560912,fase beschikking verzonden,01_HOOFD_515,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_510_2,enter senddate decision environmental permit,2014-06-05 06:40:25+00:00,2014-06-04 22:00:00+00:00,560912,560912,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_2,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
EMPTY,2014-06-04 00:00:00+00:00,,01_HOOFD_510_2a,start decision phase decision permitting sent,2014-06-05 06:41:21+00:00,2014-06-04 22:00:00+00:00,560912,560912,instellen besluitfase:besluit vergunnen verzonden,01_HOOFD_510_2a,complete,2014-07-17 22:00:00+00:00,O,157.09305,Beschikking verzonden,557669,10009138,560464.0,"Bouw,Reclame",Termijn bezwaar en beroep 1,2014-07-17 22:00:00+00:00,2014-04-10 22:00:00+00:00,True,10009280.0,,,,
False,2014-04-17 00:00:00+00:00,,01_HOOFD_065_0,create procedure confirmation,2014-04-18 12:38:19+00:00,2014-04-16 22:00:00+00:00,2670601,560872,procedurebevestiging aanmaken,01_HOOFD_065_0,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
False,2014-04-17 00:00:00+00:00,,01_HOOFD_110_0,create subcases completeness,2014-04-18 12:38:20+00:00,2014-04-16 22:00:00+00:00,2670601,560872,deelzaken volledigheid aanmaken,01_HOOFD_110_0,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
False,2014-04-17 00:00:00+00:00,,01_HOOFD_100_0,create publication document,2014-04-18 12:38:39+00:00,2014-04-16 22:00:00+00:00,2670601,560872,publicatie document aanmaken,01_HOOFD_100_0,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
False,2014-04-17 00:00:00+00:00,,01_HOOFD_011,OLO messaging active,2014-04-18 12:36:03+00:00,2014-04-16 22:00:00+00:00,2670601,560872,OLO berichtenverkeer actief,01_HOOFD_011,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
True,2014-04-17 00:00:00+00:00,,01_HOOFD_020,send confirmation receipt,2014-04-18 12:36:03+00:00,2014-04-16 22:00:00+00:00,2670601,560872,versturen ontvangstbevestiging,01_HOOFD_020,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
False,2014-04-17 00:00:00+00:00,2014-04-24 12:38:13+00:00,02_DRZ_010,forward to the competent authority,2014-04-18 12:38:13+00:00,2014-04-16 22:00:00+00:00,2670601,560872,doorsturen aan bevoegd gezag,02_DRZ_010,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
True,2014-04-17 00:00:00+00:00,,04_BPT_005,regular procedure without MER,2014-04-18 12:38:15+00:00,2014-04-16 22:00:00+00:00,2670601,560872,reguliere procedure zonder MER,04_BPT_005,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
EMPTY,2014-04-17 00:00:00+00:00,2014-04-22 12:26:41+00:00,01_HOOFD_010,register submission date request,2014-04-18 12:26:41+00:00,2014-04-16 22:00:00+00:00,560872,560872,registratie datum binnenkomst aanvraag,01_HOOFD_010,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
EMPTY,2014-04-17 00:00:00+00:00,,01_HOOFD_061,start WABOprocedure,2014-04-18 12:38:18+00:00,2014-04-16 22:00:00+00:00,2670601,560872,WABOprocedure instellen,01_HOOFD_061,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
EMPTY,2014-04-17 00:00:00+00:00,,01_HOOFD_015,phase application received,2014-04-18 12:36:03+00:00,2014-04-16 22:00:00+00:00,2670601,560872,fase aanvraag ontvangen,01_HOOFD_015,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
EMPTY,2014-04-17 00:00:00+00:00,,01_HOOFD_030_1,send confirmation receipt,2014-04-18 12:36:06+00:00,2014-04-16 22:00:00+00:00,2670601,560872,versturen ontvangstbevestiging,01_HOOFD_030_1,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
EMPTY,2014-04-17 00:00:00+00:00,,01_HOOFD_101,registration date publication,2014-04-18 12:38:20+00:00,2014-04-16 22:00:00+00:00,2670601,560872,registratie datum publicatie,01_HOOFD_101,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
EMPTY,2014-04-17 00:00:00+00:00,,01_HOOFD_030_2,enter senddate acknowledgement,2014-04-18 12:38:13+00:00,2014-04-17 12:38:13+00:00,2670601,560872,invoeren verzenddatum ontvangstbevestiging,01_HOOFD_030_2,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
False,2014-05-27 00:00:00+00:00,,08_AWB45_005,request complete,2014-05-28 09:51:18+00:00,2014-05-26 22:00:00+00:00,2670601,2670601,aanvraag volledig,08_AWB45_005,complete,2014-08-07 22:00:00+00:00,O,1651.8164,Beschikking verzonden,557669,10051383,560464.0,Bouw,Termijn bezwaar en beroep 1,2014-08-07 22:00:00+00:00,2014-04-16 22:00:00+00:00,False,10051546.0,,,,
